醫事機構代碼,醫事機構名稱,特約類別,電話,地址
3737010984,一心牙醫診所,診所,04-7617760,彰化縣彰化市平和里崙平南路３２２號
9437010064,聯合醫事檢驗所,檢驗所,04-7223778,彰化縣彰化市民生里三民路２１０號
3837012319,達仁堂中醫診所,診所,04-7295050,彰化縣彰化市民生里三民路２２６．２２８號
3737010993,菲凡牙醫診所,診所,04-7224338,彰化縣彰化市民生里三民路２７７號
3537013507,李眼科診所,診所,04-7226237,彰化縣彰化市民生里三民路２９４號１．２樓
3537011325,信成耳鼻喉科診所,診所,04-7235900,彰化縣彰化市民生里三民路３０４號
1537010040,信生醫院,地區醫院,04-7251191,彰化縣彰化市民生里三民路３１２號
5937013230,全成藥局,藥局,047-263018,彰化縣彰化市民生里三民路３２０號
3537011085,盧正欽小兒科診所,診所,04-7235358,彰化縣彰化市民生里三民路７８號
3537013365,張啟杉皮膚科診所,診所,04-7283807,彰化縣彰化市民生里三民路二六八號
3737010126,博仁牙醫診所,診所,04-7247802,彰化縣彰化市民生里永安街１８３號
5937012877,振安藥局,藥局,04-7261277,彰化縣彰化市民生里永安街７３號
5937012822,長興藥局,藥局,04-7293588,彰化縣彰化市民生里長興街１２３號
3537013687,朱有仁診所,診所,04-7248268,彰化縣彰化市民生里長興街１３４號
3737010706,健華牙醫診所,診所,04-7272820,彰化縣彰化市民生里長興街１３７號
3737012077,長興牙醫診所,診所,04-7299888,彰化縣彰化市民生里長興街１４９號
5937012653,曜安藥局,藥局,04-7280650,彰化縣彰化市民生路１５３號１樓
3537010471,黃麗津診所,診所,04-7223520,彰化縣彰化市民生路２號
5937012555,兆仁藥局,藥局,04-7278558,彰化縣彰化市民族路４２６號
3537010864,羅眼科診所,診所,04-7234543,彰化縣彰化市民權里民族路４２５號
3537013776,芯漾皮膚科診所,診所,04-7234543,彰化縣彰化市民權里民族路４２５號
5937012279,保健藥局,藥局,04-7282828,彰化縣彰化市民權里民族路４２７號
3537011987,王文政皮膚科診所,診所,04-7291616,彰化縣彰化市民權里民族路４３７號
3537010819,黃耳鼻喉科診所,診所,04-7228256,彰化縣彰化市民權里華山路１３２號
3737010251,厚仁牙醫診所,診所,04-7230543,彰化縣彰化市民權里華山路１４８號
3737010340,南光牙醫診所,診所,04-7244689,彰化縣彰化市民權里華山路１５６號
3537010426,鄭外科骨科診所,診所,04-7224025,彰化縣彰化市民權里華山路１８２號
5937010837,景德藥局,藥局,04-7222983,彰化縣彰化市民權里華山路１９２號
3837012373,萬泰中醫診所,診所,04-7222029,彰化縣彰化市民權路２４７巷２７號１樓
3737010171,彰美牙醫診所,診所,04-7235766,彰化縣彰化市永生里民生路１４號
3537011218,張要仁耳鼻喉科診所,診所,04-7261469,彰化縣彰化市永生里民族路４２４號
3837010324,裕生中醫診所,診所,04-7220205,彰化縣彰化市永生里民族路４６２號
3537010186,黃內科診所,診所,04-7237039,彰化縣彰化市永生里成功路６１號
3537013892,陳麗琴婦產科診所,診所,04-7220885,彰化縣彰化市永生里華山路２８號
3537011969,張允藍小兒科診所(京銘聯合門診),診所,04-7263838,彰化縣彰化市永安街１６５號
3737010822,芳銘牙醫診所〈京銘聯合門診〉,診所,04-7289466,彰化縣彰化市永安街１６５號
3737012228,福田牙醫診所,診所,04-7247235,彰化縣彰化市永安街２５０號
5937010668,祥全藥局,藥局,04-7223078,彰化縣彰化市永安街４４號
1537010120,婦友醫院,地區醫院,04-7266288,彰化縣彰化市永福里中山路２段４８７號
3737012513,晶采牙醫診所,診所,04-7223555,彰化縣彰化市永福里孔門路１６號２樓，１８號２樓
9437010108,東林醫事檢驗所,檢驗所,04-7266436,彰化縣彰化市永福里民生路２１８號
3737010742,頂好牙醫診所,診所,04-7277688,彰化縣彰化市永福里永福街１２號
3537010800,陳耳鼻喉科診所,診所,04-7245935,彰化縣彰化市永福里光復路３號
9437010037,新中山醫事檢驗所,檢驗所,04-7232355,彰化縣彰化市永福里光復路４５號
3537010168,周小兒科診所,診所,04-7241790,彰化縣彰化市永福里光復路４９號
1537010237,順安醫院,地區醫院,04-7229889,彰化縣彰化市永福里光復路５３號
7737010013,彰化基督教醫療財團法人附設彰化基督教居家護理所,居家護理,04-7238595,彰化縣彰化市光南村南校街１３５號
1137010042,彰化基督教醫療財團法人彰化基督教兒童醫院,醫學中心,04-7238595,彰化縣彰化市光南里１３鄰旭光路３２０號、南校街１３５號
3837010691,健雄中醫診所,診所,04-7111678,彰化縣彰化市光南里大埔路７２６號
5937012671,康好健保藥局,藥局,04-7234725,彰化縣彰化市光南里旭光路２９１號
3737010180,侁侁牙醫診所,診所,04-7235172,彰化縣彰化市光南里南校街５４號
5937013221,維康藥局,藥局,04-7279446,彰化縣彰化市光南里博愛街１３１、１３３號
3537010640,黃共欽內兒科診所,診所,04-7256867,彰化縣彰化市光復里中正路一段３５３號
3837010057,鄭先中醫診所,診所,04-7247890,彰化縣彰化市光復里中正路一段３５５號
3737010288,杏林牙醫診所,診所,04-7243787,彰化縣彰化市光復里中正路一段３７１號
3537011905,陳景德診所,診所,04-7256979,彰化縣彰化市光復里中正路一段４１５號
1537010175,冠華醫院,地區醫院,04-7255177,彰化縣彰化市光復里中正路一段４３７號
3737010153,健麗牙醫診所,診所,04-7222580,彰化縣彰化市光復里中正路一段４９１號
5937010775,全生藥局,藥局,04-7222086,彰化縣彰化市光復里和平路８８號
3537010140,張文宗小兒科內科診所,診所,04-7256363,彰化縣彰化市光復里長安街２５號
3737010546,江祥琳牙醫診所,診所,04-7239946,彰化縣彰化市光復里長安街３３號
5937012751,福田藥局,藥局,04-7296058,彰化縣彰化市光復路２０號
3837010771,同濟中醫聯合診所,診所,04-7271199,彰化縣彰化市光復路９３號１樓
3737010911,新高牙醫診所,診所,04-7283379,彰化縣彰化市光華里中華路１３８號
3537011361,吳桂芬診所,診所,04-7280638,彰化縣彰化市光華里民生路１６１號１樓
3537011414,黃世忠耳鼻喉科診所,診所,04-7279292,彰化縣彰化市光華里光復路１１１號
3537010293,洪耳鼻喉科診所,診所,04-7224308,彰化縣彰化市光華里成功路１５２號
5937010819,日榮堂藥局,藥局,04-7222396,彰化縣彰化市光華里和平路５０號
3737010091,人人牙醫診所,診所,04-7248712,彰化縣彰化市光華里城中街２７號
3537013883,信義診所,診所,04-7631435,彰化縣彰化市向陽里崙平南路３３３號
7437010740,芳鄰居家護理所,居家護理,04-7521226,彰化縣彰化市向陽街２１３巷２弄１５號
3737012415,觀心牙醫診所,診所,04-7123800,彰化縣彰化市成功里大埔路６４５號
3537013847,安怡診所,診所,04-7232389,彰化縣彰化市成功里中山路２段５５號及５５之１號
5937013105,美得康藥局,藥局,04-7280707,彰化縣彰化市成功里民族路１８６號
3537013712,德揚診所,診所,04-7295866,彰化縣彰化市成功里民族路１９０號
3537013187,曉陽眼科診所,診所,04-7201818,彰化縣彰化市成功里民族路２６６號
3537013703,陳家銘診所,診所,04-7296658,彰化縣彰化市成功里民族路２７０號
3837012346,延平中醫診所,診所,04-7289592,彰化縣彰化市成功里旭光西路３８、４０號
3537011496,彰化林內科診所,診所,04-7255450,彰化縣彰化市成功里旭光西路９２號
5937012546,頂好藥局,藥局,04-7271799,彰化縣彰化市成功路２５３號
3537011683,祐幼小兒科診所,診所,04-7372499,彰化縣彰化市竹中里彰南路二段２７號
3737012497,東欣牙醫診所,診所,04-7373100,彰化縣彰化市竹中里彰南路二段６１、６３號１樓
3837010146,大信堂中醫診所,診所,04-7385137,彰化縣彰化市竹中里彰南路二段７號
3837012408,一正中醫診所,診所,04-7289642,彰化縣彰化市西安里中正路２段３５２號
3737011025,丹迪士牙醫診所,診所,04-7225604,彰化縣彰化市西安里中正路２段３９９號
5937013150,康橋藥局,藥局,04-7278288,彰化縣彰化市西安里民族路２９９號
3837012355,德盛中醫診所,診所,04-7281600,彰化縣彰化市西安里民族路３６２號
5937010453,信榮藥局,藥局,04-7249305,彰化縣彰化市西安里民族路３６４號
3737010420,精美牙醫診所,診所,04-7249197,彰化縣彰化市西安里南瑤路３２７巷２６號
3537013196,聖比安耳鼻喉科診所,診所,04-7203595,彰化縣彰化市西安里華山路９９號
3737012175,楊昌學牙醫診所,診所,04-7222034,彰化縣彰化市西安里曉陽路１０４號
3537011843,連哲震耳鼻喉科診所,診所,04-7258790,彰化縣彰化市西安里曉陽路１６６號
3537013212,莊永勳耳鼻喉科診所,診所,04-7201551,彰化縣彰化市西安里曉陽路２００號
3537013294,現代皮膚科診所,診所,04-7230580,彰化縣彰化市西安里曉陽路２０４．２０６號
3537013794,林文乙診所,診所,04-7280826,彰化縣彰化市西安里曉陽路２０９號１樓
3537011549,陳建宏皮膚科診所,診所,04-7261808,彰化縣彰化市西安里曉陽路２４６．２４８號
3837010093,菩提中醫診所,診所,04-7234007,彰化縣彰化市西安里曉陽路２６２號
3737012157,名人牙醫診所,診所,04-7203091,彰化縣彰化市和調里工校街２５號
3837012382,玉衡中醫診所,診所,04-7289128,彰化縣彰化市和調里中山路三段８６號
3837012275,智宗中醫診所,診所,04-7136118,彰化縣彰化市延平里大埔路３７９號
3737010573,黃人修牙醫診所,診所,04-7110813,彰化縣彰化市延平里大埔路４０９號
3837010888,弘健中醫診所,診所,04-7118692,彰化縣彰化市延平里大埔路４６６號
3737012273,信美牙醫診所,診所,04-7135155,彰化縣彰化市延平里大埔路４９６號１樓
3737010939,蔡銘浩牙醫診所,診所,04-7115088,彰化縣彰化市延平里大埔路５６２號
3537013169,大埔耳鼻喉科診所,診所,04-7135267,彰化縣彰化市延平里大埔路５８１．５８３號
3837012284,健彰中醫診所,診所,04-7278071,彰化縣彰化市忠孝里彰美路一段１４１號
3537011941,白鴻祥耳鼻喉科診所,診所,04-7276393,彰化縣彰化市忠孝里彰美路一段１４７號一樓
3537010766,昭仁診所,診所,04-7227520,彰化縣彰化市忠孝里辭修路６５號
3837010780,王耀賢中醫診所,診所,04-7260520,彰化縣彰化市忠孝里辭修路７９之２號
5937013285,大仁藥局,藥局,04-7282678,彰化縣彰化市忠孝里辭修路８０號１樓
3537011781,十仁診所,診所,04-7281067,彰化縣彰化市忠孝里辭修路８２號
3837010940,崧傑中醫診所,診所,04-7617199,彰化縣彰化市忠權里自強南路１９５號
3837012542,華良中醫診所,診所,04-7295999,彰化縣彰化市忠權里自強南路４１號１樓
3537013070,彰美診所,診所,04-7239065,彰化縣彰化市忠權里彰美路１段１９３號
3737010117,顏牙醫診所,診所,04-7221920,彰化縣彰化市忠權里彰美路一段１５３號
5937010462,杏全藥局,藥局,04-7240547,彰化縣彰化市忠權里彰美路一段１８５號
3737010359,楊牙醫診所,診所,04-7229804,彰化縣彰化市忠權里彰美路一段１９５號
3537013374,惠幼小兒科診所,診所,04-7268800,彰化縣彰化市忠權里彰美路一段一五九號
3537010613,郭內科小兒科診所,診所,04-7252116,彰化縣彰化市忠權里辭修路１２８巷５６號
5937010613,榮源藥局,藥局,04-7229432,彰化縣彰化市忠權里辭修路１２８巷９號
3737010537,俊源牙醫診所,診所,04-7616069,彰化縣彰化市東芳里永芳路３５８號
3537010757,東興診所,診所,04-7225315,彰化縣彰化市東興里公園路１段１３２號
5937010533,范藥局,藥局,04-7271540,彰化縣彰化市東興里公園路１段２９２號
3537013721,幸運草小兒科診所,診所,04-7287557,彰化縣彰化市東興里東民街１１、１３號
3737010653,興隆牙醫診所,診所,04-7200688,彰化縣彰化市東興里東民街１７號
3837010422,彰化少林中醫診所,診所,04-7220171,彰化縣彰化市東興里東民街２６號
3737012193,安信牙醫診所,診所,04-7271307,彰化縣彰化市東興里東民街５３號１樓２樓
3737012399,欣向美牙醫診所,診所,04-7203666,彰化縣彰化市東興里東民街５８、６０、６２號１、２樓
3837012471,詠春中醫診所,診所,04-7280808,彰化縣彰化市東興里東民街６７號１樓
3837012444,健群中醫診所,診所,04-7268199,彰化縣彰化市東興里南郭路一段１０９號
3737010886,陳玲玲牙醫診所,診所,04-7270300,彰化縣彰化市東興里南郭路一段１２１號
3837012597,德一中醫診所,診所,04-7229730,彰化縣彰化市東興里南郭路一段１２３號１樓
3837012220,紫雲堂中醫診所,診所,04-7289023,彰化縣彰化市長順街２３５巷２３號
3537013221,彰化林外科診所,診所,04-7223963,彰化縣彰化市長壽街１７５號
3537011978,三民眼科診所,診所,04-7234365,彰化縣彰化市長樂里三民路３３號
3737010028,陳長泰牙醫診所,診所,04-7228306,彰化縣彰化市長樂里三民路４９號
3737010902,德利聯合牙醫診所,診所,04-7273727,彰化縣彰化市長樂里中正路二段４３號２樓
3537011101,謝義德外科診所,診所,04-7229909,彰化縣彰化市長樂里永興街１２２號
3737010144,曾清豪牙醫診所,診所,04-7252819,彰化縣彰化市長樂里光復路１６１號２樓
3737010439,隆華牙醫診所,診所,04-7228624,彰化縣彰化市長樂里長安街１１０號
9437010055,永豐醫事檢驗所,檢驗所,04-7220907,彰化縣彰化市長興街１０６號
3737012488,康妍美學牙醫診所,診所,04-7263880,彰化縣彰化市阿夷里建國東路２９５號１，２樓
5937013267,銅鐘藥局,藥局,04-7200606,彰化縣彰化市阿夷里泰和路２段３１５號
5937010220,國光藥局,藥局,04-7286161,彰化縣彰化市阿夷里泰和路二段４１１號
1537010219,成美醫院,地區醫院,04-7273127,彰化縣彰化市信義里三民路５６號及７７號１－２樓
3537013767,豐綺皮膚科診所,診所,04-7286699,彰化縣彰化市信義里中正路１段３２８號
3737012371,晶華牙醫診所,診所,04-7293766,彰化縣彰化市信義里中正路１段３４６號
3737012068,大寶牙醫診所,診所,04-7263331,彰化縣彰化市信義里中正路１段４０４號
3537013678,惠聖診所,診所,04-7222699,彰化縣彰化市信義里中正路１段４３２號
5937012975,龍泰藥局,藥局,04-7254720,彰化縣彰化市信義里中正路１段４５０號１樓
3537011950,廖慶龍骨科診所,診所,04-7282142,彰化縣彰化市信義里中正路１段４５２號１樓
3537013347,平安診所,診所,04-7222279,彰化縣彰化市信義里中正路１段４５２號１樓
3537013356,張寶倫診所,診所,04-7222279,彰化縣彰化市信義里中正路１段４５２號１樓
3737010699,聯安牙醫診所,診所,04-7234898,彰化縣彰化市信義里中正路１段５１２號１樓
3537011316,王永輝診所,診所,04-7235536,彰化縣彰化市信義里中正路一段３７２號
3537011530,博元婦產科診所,診所,04-7260678,彰化縣彰化市信義里中正路一段３９２號
3537010211,許小兒科診所,診所,04-7222279,彰化縣彰化市信義里中正路一段４５２號１樓
3537010373,林沙滿診所,診所,04-7228786,彰化縣彰化市信義里民生路３３３號
