,54e0cc8e-6f30-43c2-aa6d-333ad38a10d1
崇瑞貿易股份有限公司高雄市新興區尚義街１５３號,54e0c49b-b814-45ec-a6e4-3fe5d38a10d1
崇興行貿易股份有限公司台北巿龍江路６５巷１號,54e0c4a0-902c-4253-a29a-3fe5d38a10d1
嵩平貿易有限公司高雄市三民區民壯路65號5樓,54e0c49a-c254-4faa-95a9-3fe5d38a10d1
川田藥品有限公司台中市西屯區大有二街７號１樓,54e0c49a-9c4c-4af8-bb48-3fe5d38a10d1
川聖貿易有限公司台北市民生東路五段２８號五樓,54e0c498-b2a0-43e8-9318-3fe5d38a10d1
工業技術研究院原料藥GMP先導工廠新竹市東區綠水里光復路2段321號28館,54eed489-1e60-4df3-b8ce-5091d38a10d1
工業技術研究院生醫工程中心原料藥GMP先導工廠新竹市東區綠水里光復路2段321號28館,54eed494-9450-4df9-9ca3-5091d38a10d1
巨人股份有限公司台北巿承德路３段２４４號６樓,54e0c499-00d8-48a3-ad72-3fe5d38a10d1
巨仁企業有限公司台北巿信陽街６號,54e0c4a0-5564-4850-b7a8-3fe5d38a10d1
帛新藥品有限公司新北市土城區學成路22巷2弄1號,54e0cc8f-0500-4edd-af97-333ad38a10d1
帝寶實業有限公司台北巿中山區民生東路二段176號5樓,54e0c4a3-1554-423b-a388-3fe5d38a10d1
帝斯曼營養品股份有限公司台北市松山區南京東路四段１２６號１２樓,54e0c49b-6828-4118-aabd-3fe5d38a10d1
帝王之寶生物科技有限公司臺北市內湖區金湖路396號4樓,54e0cc93-ca6c-412e-83b2-333ad38a10d1
平康有限公司台北巿中山北路六段１７２巷２２弄６號,54e0c4a3-3ecc-4642-9113-3fe5d38a10d1
平廷實業有限公司高雄市左營區榮總路105號8樓,54e0c49f-31a8-4685-91d6-3fe5d38a10d1
幸生實業股份有限公司台北市松江路５２０號６樓,54e0c499-1b54-408b-8601-3fe5d38a10d1
幼祥實業股份有限公司台北巿新東街１５巷１３號１樓,54e0c4a1-cd70-4305-a950-3fe5d38a10d1
庫禔科技有限公司臺北市大安區敦化南路1段192號7樓之4,54e0c49f-2064-4513-bdd1-3fe5d38a10d1
康世德美生物科技有限公司臺南市安南區城西街1段61巷187號,54e0c499-f4e8-4443-b8e1-3fe5d38a10d1
康健德科技有限公司新北市新莊區五權一路1號4樓之10,54e0cc90-462c-4121-b17a-333ad38a10d1
康億企業有限公司台北巿信義路四段３９８號之１二Ｆ,54e0c4a5-d628-4376-8092-3fe5d38a10d1
康台貿易有限公司台北巿仁愛路二段３４號６Ｆ之１,54e0c4a0-a768-47dc-ae77-3fe5d38a10d1
康寧藥業有限公司台中市豐原區大湳里大仁街24號1樓,54e0c498-6d10-4c48-aede-3fe5d38a10d1
康百佳實業有限公司台北市大同區南京西路７６號６樓之３,54e0c498-44b0-40e0-8a4c-3fe5d38a10d1
康百氏製藥股份有限公司彰化縣鹿港鎮鹿工北二路8--1號,54e0cc8f-fd50-4d1e-a35d-333ad38a10d1
康皇生物科技有限公司臺北市仁愛路4段151巷21號2樓,54e0c4a8-a67c-410f-b4f9-3fe5d38a10d1
康福生物科技有限公司臺北市大同區民族西路二○九號三樓,54e0cc8e-c354-4842-9e91-333ad38a10d1
康衛藥業股份有限公司台北市中正區漢口街一段110號8樓之13,54e0c498-75fc-4c11-9711-3fe5d38a10d1
康貝大健康股份有限公司南投縣草屯鎮芬草路２２５之２號,54e0c49b-3c40-4d2b-ba96-3fe5d38a10d1
廖大效堂製藥股份有限公司台中巿公園路７９號,54e0c498-5f78-479f-ac00-3fe5d38a10d1
廖泰華藥品有限公司雲林縣崙背鄉港尾村港尾５７號,54e0cc8f-0c50-4937-8e7b-333ad38a10d1
廣大貿易有限公司台北巿忠孝東路三段２４９－１號４Ｆ,54e0c4a0-1704-49f7-9177-3fe5d38a10d1
廣山中藥行彰化縣員林鎮中山南路１７３號,54e0cc91-9f28-4f7f-acba-333ad38a10d1
廣得利膠囊股份有限公司台中縣大雅鄉上楓村民生路三段１８０巷１５號,54e0c49b-86f0-4f0d-b1f5-3fe5d38a10d1
廣愛堂股份有限公司新北市三重區中央南路36號2樓,54e0cc8f-01f0-4d4b-8d61-333ad38a10d1
廣易貿易股份有限公司台北巿和平東路一段７３號２Ｆ之４,54e0c4a3-bca4-4d66-b94f-3fe5d38a10d1
廣東製藥股份有限公司桃園縣楊梅鎮高獅路813巷16號,54e0cc8f-1c5c-446e-b764-333ad38a10d1
廣欣藥品有限公司桃園縣桃園市春日路1492之6號3樓,54e0c49f-7f84-4a2b-91cb-3fe5d38a10d1
廣泉堂製藥化學有限公司台南市安南區科技二路15號,54e0cc8e-06e0-406e-9bfb-333ad38a10d1
廣泰藥品有限公司高雄市三民區莊敬路62號6樓,54e0c498-b030-4210-88f1-3fe5d38a10d1
廣洲製藥股份有限公司台中市西屯工業區一五路二號,54e0cc8e-2600-493e-80de-333ad38a10d1
廣生堂漢記貿易有限公司高雄市鹽埕區新興街八十五號,54e0cc93-eddc-4457-a0c3-333ad38a10d1
廣福西藥行台北巿德行東路１２９巷１２號,54e0c498-2cec-4103-8cc2-3fe5d38a10d1
廣聯生技有限公司台中市大雅區神林南路113之6號,54e0c4a6-7678-46e9-8375-3fe5d38a10d1
廣華貿易有限公司台北市中山區吉林路２１８巷９號５樓,54e0c4a0-cffc-4fc8-a796-3fe5d38a10d1
延壽藥品股份有限公司土城市延壽路５５巷９弄８號１樓,54e0c498-8fd4-46c1-a916-3fe5d38a10d1
延壽製藥廠股份有限公司台北縣淡水鎮忠山里樁子林２２號,54e0c49b-3564-457f-8594-3fe5d38a10d1
建全貿易股份有限公司台北巿中山區建國北路三段９１號２樓,54e0c498-b498-4ade-899d-3fe5d38a10d1
建喬企業股份有限公司台北巿中山北路二段７２巷１９號１Ｆ,54e0c4a1-f758-48a2-8e56-3fe5d38a10d1
建民藥廠有限公司屏東縣枋寮鄉科技路50號,54e0cc90-63b0-4f59-8ecb-333ad38a10d1
建蘭貿易有限公司台北巿中山區錦州街148號1樓,54e0c4a3-df68-494a-a207-3fe5d38a10d1
弘健國際通商有限公司台北巿四維路５２巷３１號之３．４樓,54e0c4a3-c9b0-4b56-90ac-3fe5d38a10d1
弘如洋生技股份有限公司台北市大安區忠孝東路四段289號11樓,54e0c4a0-0848-4741-80db-3fe5d38a10d1
弘源興業股份有限公司台北巿襄陽路２３號,54e0c4a3-fc40-442d-8075-3fe5d38a10d1
弘瑋有限公司板橋市文化路一段268號5樓,54e0cc90-abc8-45ca-9635-333ad38a10d1
弘祥貿易有限公司台北巿仁愛路二段１５巷７號,54e0c498-9d8c-43bf-855f-3fe5d38a10d1
弘達藥品股份有限公司豐原巿中陽里南陽路３８４號,54e0c4a0-367c-4b1a-a803-3fe5d38a10d1
張國周製藥股份有限公司中壢市中壢工業區定寧路９號,54e0c4a0-d964-4799-8d2b-3fe5d38a10d1
張國周製藥股份有限公司中壢製藥廠中壢市中壢工業區定寧路９號,54e0c4a0-e06c-40c8-927e-3fe5d38a10d1
張省堂進出口有限公司台北巿大安區新生南路２段２號９樓,54e0c498-3744-4b1f-a6a3-3fe5d38a10d1
強生化學製藥廠有限公司台北縣三重巿三和路四段７７號,54e0c497-5210-4c87-b49c-3fe5d38a10d1
強生化學製藥廠股份有限公司新北市三重區三和路四段77號2、3樓、79號1至6樓,54e0c497-13d4-40a0-a93e-3fe5d38a10d1
強禾貿易股份有限公司台北巿和平東路一段７３號２樓之四,54e0c499-e5fc-400f-97be-3fe5d38a10d1
強立製藥有限公司基隆市西定路210號,54e0cc8e-b400-4b0d-83e5-333ad38a10d1
彥欣貿易股份有限公司彰化縣彰化市平和十二街2號2樓,54e0c4a6-9bc8-49cc-897b-3fe5d38a10d1
彥臣生技藥品股份有限公司臺北市松山區八德路3段36號6樓,54e0cc97-a040-4d25-91e1-333ad38a10d1
彰佑企業股份有限公司台北市信義區永吉路318號4樓,54e0c49f-0b78-4bb1-8c0b-3fe5d38a10d1
彰森貿易有限公司高雄巿建國三路２９６號,54e0c4a3-7180-418d-b4b0-3fe5d38a10d1
得利興業股份有限公司台中巿北區西屯路一段２６７巷８４號,54e0c4a3-49a8-4a86-9324-3fe5d38a10d1
得力興業化學股份有限公司豐原巿三村里三和路４０２號,54e0cc90-a1a0-410c-b406-333ad38a10d1
得力興生技藥業股份有限公司台中市豐原區博愛街190號,54e0cc8e-b6a4-4395-ba11-333ad38a10d1
得生製藥股份有限公司台南市永康區環工路４２號,54e0cc8e-10f4-4eb2-a0bf-333ad38a10d1
得生製藥股份有限公司二廠台南市永康區王行里環工路42之1號,54e0c498-7978-456a-ac7e-3fe5d38a10d1
得生製藥股份有限公司台南廠台南縣永康市環工路４２號,54e0cc91-d180-457e-8211-333ad38a10d1
得陞生技醫藥股份有限公司台北巿中正區仁愛路一段20號1樓,54e0c49e-e924-42f7-9406-3fe5d38a10d1
得際有限公司台北市內湖區內湖路一段396號9樓之1,54e0c498-a484-48e6-bed2-3fe5d38a10d1
復亨生技股份有限公司臺北市中山區林森北路50號4樓之5,54e0c4a0-2f64-4aca-9dc1-3fe5d38a10d1
復寧貿易股份有限公司台北巿忠孝西路一段７２號１０１１室,54e0c4a0-96e8-4c53-9bc3-3fe5d38a10d1
復旦製藥股份有限公司彰化縣北斗鎮復興路４０６號,54e0cc8e-cdc8-47ca-b2e9-333ad38a10d1
復生西藥房台南市東區衛國街102號1樓,54e0c498-67dc-4641-84f0-3fe5d38a10d1
復興化工廠有限公司台北巿松江路７１號,54e0c4a6-0094-45cc-906a-3fe5d38a10d1
微確藥品有限公司台北市內湖區成功路四段168號10樓,54e0c4a5-d214-4ea1-8647-3fe5d38a10d1
德久化學股份有限公司桃園縣大園鄉中山北路267號,54e0c49b-89c0-44d3-b4e7-3fe5d38a10d1
德久化學股份有限公司大園工廠桃園縣大園鄉中山北路２６７號,54e0c49b-97d0-4ff2-88a6-3fe5d38a10d1
德佑藥品有限公司台北市松山區敦化南路一段3號2樓,54e0c498-ff44-4f27-9d95-3fe5d38a10d1
德光製藥有限公司基隆巿仁五路５１號,54e0c49a-c0d4-4f30-9f99-3fe5d38a10d1
德利製藥廠台南市新市區新和村仁愛街一四八號,54e0cc90-42d4-4539-8359-333ad38a10d1
德周製藥股份有限公司桃園縣楊梅鎮幼獅工業區幼一路１號,54e0c497-e7c8-468e-92f0-3fe5d38a10d1
德和製藥廠台南市柳營區士林里柳營路2段201號,54e0cc8e-af78-401d-88e6-333ad38a10d1
德城行有限公司台北巿新生北路二段３１之１號６００室,54e0c4a2-640c-4f16-b106-3fe5d38a10d1
德安製藥股份有限公司台南縣官田鄉二鎮村富強路５７號,54e0c49d-28e0-4215-b42d-3fe5d38a10d1
德山製藥股份有限公司嘉義縣民雄鄉雙福村民雄工業區中山路３８號,54e0cc8e-ab04-4c55-919e-333ad38a10d1
德強企業有限公司台北市松山區八德路三段210號10樓,54e0c498-59f4-4ea5-84f5-3fe5d38a10d1
德惠藥品有限公司高雄市苓雅區武廟路107號12樓之1,54e0c4a5-0f8c-4d70-80a9-3fe5d38a10d1
德明西藥房屏東巿光復路１５３號,54e0c498-8f84-42f5-b9c6-3fe5d38a10d1
德星製藥廠有限公司嘉義縣朴子鎮中正路１１７號,54e0c497-0480-4acf-acc8-3fe5d38a10d1
德春貿易股份有限公司台北巿長安東路一段５８號５Ｆ,54e0c4a3-32c0-438c-802b-3fe5d38a10d1
德河海洋生技股份有限公司台南市安平區世平路136號,54e0c4a5-c444-47f6-a25a-3fe5d38a10d1
德河貿易有限公司台北巿承德路三段２４巷４號２Ｆ之２,54e0c4a0-03c8-4788-9c69-3fe5d38a10d1
德聯藥品有限公司台北市大安區忠孝東路四段52號5樓,54e0c49e-7d98-44dc-954c-3fe5d38a10d1
德英生物科技股份有限公司台南市新市區環東路一段31巷22號4樓,54e0c49b-78b8-40ae-87e6-3fe5d38a10d1
德譽貿易有限公司台北巿建國北路三段９１號二樓,54e0c4a2-92b0-49e5-8f9c-3fe5d38a10d1
德遠貿易有限公司台北巿林森北路１０７巷６號２Ｆ,54e0c4a1-2164-4515-aa5a-3fe5d38a10d1
心心興業股份有限公司台南巿安平區國平路552巷98號1樓,54e0c498-6948-4ede-952a-3fe5d38a10d1
心正企業股份有限公司台北巿忠孝東路二段２９號,54e0c4a1-4280-43df-b6ed-3fe5d38a10d1
必強實業股份有限公司台北巿松江路７２號１０Ｆ,54e0c4a3-83f4-4fce-a868-3fe5d38a10d1
必美股份有限公司桃園縣平鎮鄉北勢村二鄰關爺東路３２號,54e0c499-fd04-4408-ab0a-3fe5d38a10d1
必美股份有限公司中壢廠桃園縣平鎮鄉北勢村二鄰關爺東路３２號,54e0c498-1410-42ed-80f6-3fe5d38a10d1
志嘉貿易有限公司高雄市苓雅區武慶三路79巷14號,54e0cc8f-634c-4aa7-8467-333ad38a10d1
志明化學工業社台北巿福壽街７０號,54e0c497-ae1c-40e1-a87d-3fe5d38a10d1
忠光貿易有限公司台北巿新生北路三段８４巷２９號,54e0c49a-0494-4c52-802c-3fe5d38a10d1
忠山製藥有限公司高雄市仁武區考潭村仁心路一九七號,54e0cc8e-4db4-443f-8449-333ad38a10d1
忠山製藥股份有限公司高雄市仁武區仁心路197號,54e0cc8e-4134-482d-a522-333ad38a10d1
忠純貿易股份有限公司台北巿南京東路二段１２５號１２樓,54e0cc93-d53c-4847-8691-333ad38a10d1
怡倫有限公司台北巿寶興街８０巷１７弄３號３Ｆ,54e0c4a1-6620-4eb1-86d1-3fe5d38a10d1
怡和製藥廠台北市萬大路四七九號,54e0cc90-b390-4221-a56c-333ad38a10d1
怡嘉藥品有限公司台北市敦化北路２３８巷１０號１樓,54e0c498-35d4-49b5-b440-3fe5d38a10d1
怡川實業有限公司高雄市三民區民族一路八七八號七樓之一,54e0cc8e-7ec8-496a-82fe-333ad38a10d1
怡得國際有限公司台中市北區忠明路432號7樓之1,54e0cc8f-1100-4642-9530-333ad38a10d1
怡茂有限公司台北巿民權東路２段１００號,54e0c4a2-65b4-4df5-9ad9-3fe5d38a10d1
恆亞貿易有限公司台北市大同區民族西路243號1樓,54e0c498-51e4-4b3e-9c5c-3fe5d38a10d1
恆信藥品有限公司台北市松山區復興北路1號6樓之6,54e0c497-36b8-43d5-a6a4-3fe5d38a10d1
恆信製藥股份有限公司北縣新店巿安康路三段５６５．５６７．５６９號,54e0c499-6b00-46c0-9ce7-3fe5d38a10d1
恆安製藥工業股份有限公司台中市西屯區台中工業區一路１０１號,54e0c498-b14c-4b85-9381-3fe5d38a10d1
恆富企業有限公司台北市信義區永吉路302號4樓之3,54e0c4a6-e044-4a81-8ac7-3fe5d38a10d1
恆振企業有限公司台北市信義區永吉路３０２號４Ｆ之２,54e0c49f-71a0-46bc-ba7b-3fe5d38a10d1
恆星貿易有限公司台北巿復興南路二段２３６號８Ｆ,54e0c4a3-fdb0-42cd-9eaf-3fe5d38a10d1
恆春氣體工業有限公司花蓮縣吉安鄉慶豐村慶南一街57號,54e0c4a0-cff8-47f9-a74e-3fe5d38a10d1
恆正貿易股份有限公司台北巿中山北路二段９９號４樓之１,54e0c49a-bf18-45a2-80b6-3fe5d38a10d1
恆洲實業股份有限公司台北巿敦化南路５１４之三號九樓,54e0c4a3-974c-4fa3-80d3-3fe5d38a10d1
恆海貿易股份有限公司高雄市前鎮區英明１路１３３號３樓,54e0c498-456c-4af1-afe0-3fe5d38a10d1
恆生國際有限公司台北市信義區永吉路３０２號４樓之２,54e0c4a0-9450-4e52-8494-3fe5d38a10d1
恆通行股份有限公司台北巿重慶南路一段１１１號,54e0c499-565c-4dba-a7df-3fe5d38a10d1
恒海貿易股份有限公司高雄市前鎮區英明１路１３３號３樓,54e0c49a-ea64-46d0-8279-3fe5d38a10d1
恩友新生命科技股份有限公司台北市大安區忠孝東路3段248巷19弄36號1樓,54e0c49b-ce00-4765-99ed-3fe5d38a10d1
悅懋有限公司台北巿羅斯福路２段９５號１０樓之３,54e0c498-de18-4220-ab55-3fe5d38a10d1
惟元貿易股份有限公司高雄市新興區復興一路1號2樓,54e0cc8e-9a50-49f0-b88a-333ad38a10d1
惠光貿易股份有限公司台南巿東區東門路２３１號,54e0c4a3-19d4-4703-b654-3fe5d38a10d1
惠勝藥品股份有限公司嘉義市東區東川里公園街159號8樓之2,54e0c498-dea8-4211-8deb-3fe5d38a10d1
惠合貿易股份有限公司台北巿長安東路２段１１２號３Ｆ之１,54e0c4a2-3788-4199-bb60-3fe5d38a10d1
惠德藥品有限公司基隆市信義區仁一路3號2樓,54e0c49c-32e8-479f-b796-3fe5d38a10d1
惠春藥行彰化縣員林鎮南潭路２７號,54e0cc90-9418-4f46-bf44-333ad38a10d1
惠民聯合貿易股份有限公司台北巿伊通街１２５巷１１號４Ｆ,54e0c499-920c-4f69-ad10-3fe5d38a10d1
惠民製藥股份有限公司台北市中山區吉林路９８巷３號１樓,54e0c4a7-8b4c-4078-a9cf-3fe5d38a10d1
惠民製藥股份有限公司淡水一廠台北巿吉林路９８巷３號,54e0c499-4764-4516-babe-3fe5d38a10d1
惠泓生化科技股份有限公司高雄市三民區永年街121巷63號,54e0c498-72c0-4675-a049-3fe5d38a10d1
惠生藥妝有限公司高雄市左營區文府路３５號,54e0c4a0-6f80-4445-bd5b-3fe5d38a10d1
惠生藥業股份有限公司彰化縣秀水鄉中山路214號1樓,54e0c498-7078-48fd-9a33-3fe5d38a10d1
惠生藥粧有限公司台南市永康區環工路32號2樓,54e0cc90-34d8-4752-961c-333ad38a10d1
惠祥藥業有限公司台北市士林區葫蘆街70巷19號1樓,54e0c4a0-a784-4356-a7d6-3fe5d38a10d1
惠茂貿易股份有限公司台北巿松江路１２７之１號９樓,54e0c498-26e0-4a45-b22c-3fe5d38a10d1
意欣國際有限公司高雄市三民區懷安街119號,54e0c498-e084-4ed6-b154-3fe5d38a10d1
愛力美國際有限公司台中市北區崇德路一段六二九號四樓之三,54e0cc8e-3af0-4687-af1b-333ad38a10d1
愛可泰隆醫藥技術有限公司台北市松山區慶城街28號7樓,54e0c498-2284-480a-a17b-3fe5d38a10d1
愛因斯坦權威生藥有限公司高雄市三民區覺民路580號1樓,54e0cc92-4914-4246-8437-333ad38a10d1
愛康製藥廠有限公司彰化縣田中鎮新工一路一六號,54e0cc90-2d24-4edc-b24b-333ad38a10d1
愛康製藥廠股份有限公司彰化縣田中鎮新工一路16號,54e0cc8e-71f4-48a1-a55c-333ad38a10d1
愛生堂中藥行台南市歸仁區南興街286號,54e0cc8e-8d90-4451-9470-333ad38a10d1
愛生製藥廠有限公司台南市永康區王行里經華路2之1號,54e0cc8e-275c-4ec2-8209-333ad38a10d1
愛肝生物科技股份有限公司台南市永康區蔦松二街39巷4號,54e0cc8e-b0b8-4cb0-9a33-333ad38a10d1
慈善堂中藥行台南市新營區民治路275號14樓,54e0cc93-6834-4280-bd3b-333ad38a10d1
慈德貿易有限公司台中巿西屯區朝馬三街３之１號１樓,54e0c4a6-a4dc-4589-b970-3fe5d38a10d1
慕威國際有限公司台北巿南京東路五段１６號９Ｆ之５,54e0c4a3-0150-4aaa-9f7b-3fe5d38a10d1
慧安藥品股份有限公司台北巿南昌路一段６５號,54e0c49d-38e4-4c2a-8112-3fe5d38a10d1
慧福企業有限公司台北巿民權西路２０號９樓９０３室,54e0c4a4-18b8-472d-8ede-3fe5d38a10d1
慶安製藥有限公司台南市官田區官田工業區建業路七號,54e0cc8f-4b68-4493-bc72-333ad38a10d1
慶愛堂藥房製藥廠台北市內湖路一段九一巷三五弄二六號,54e0cc93-fdac-41ac-974a-333ad38a10d1
慶昌藥品有限公司屏東市前進里前進路５１－３號,54e0cc8e-f604-41b8-a0d7-333ad38a10d1
慶昌製藥有限公司屏東巿前進里前進路５１－３號,54e0cc94-85d0-4521-b6ee-333ad38a10d1
慶豐商貿有限公司新北市八里區中山路1段362號9樓,54e0c498-2c50-41a3-972f-3fe5d38a10d1
慶餘堂參藥號有限公司臺北市大安區信義路二段三四號一樓,54e0cc8e-aebc-4bf9-9432-333ad38a10d1
應傑實業股份有限公司台南市南區新樂路1-6號,54e0c498-2404-4fa9-b4c3-3fe5d38a10d1
應元化學製藥股份有限公司台南市南區新忠路２６號,54e0cc90-f9cc-4958-8b2d-333ad38a10d1
應安國際貿易有限公司台南市東區東門路三段37巷22弄48號,54e0c499-6878-4aee-a1d5-3fe5d38a10d1
應安堂藥品有限公司嘉義市長竹里長竹巷八四－二四號,54e0cc97-d38c-47c7-83ae-333ad38a10d1
懷得國際有限公司台北市內湖區行愛路140巷27號5樓,54e0c4a7-fb30-4f72-bde3-3fe5d38a10d1
懷特生技新藥股份有限公司台北市松山區復興北路167號5樓之1,54e0cc8f-c724-4283-98d0-333ad38a10d1
成信實業股份有限公司台北巿長安東路一段２３號７Ｆ之３,54e0c499-1660-4be6-ba6d-3fe5d38a10d1
